ra,dec,designation,umag,gmag,rmag,imag,zmag,jmag,hmag,kmag,w1mag,w2mag,w3mag,w4mag,FIRST_peak,FIRST_int,VLASS_peak,VLASS_int,zsp,spCl,broad,src,ebv
52.655765,-0.551072,J033037.38-003303.8,20.123,18.716,17.57,16.982,16.659,15.508,14.674,13.987,13.257,12.678,10.391,7.961,0.0,0.0,0.00,0.00,0.146,QSO,12000.0,Alp-gal,0.168
52.987074,0.434773,J033156.89+002605.1,20.132,18.966,17.963,17.453,17.202,16.222,15.061,14.274,13.602,12.761,9.982,7.696,0.0,0.0,0.00,0.00,0.238,QSO,5644.7,B-gal,0.135
53.054975,0.263001,J033213.19+001546.8,19.358,17.546,16.754,16.256,15.99,15.363,14.428,13.579,12.646,11.85,8.075,4.602,3.53,4.27,2.60,2.58,0.086,QSO,2004.3,B-gal,-0.035
53.202072,-0.170112,J033248.49-001012.4,20.872,19.969,18.517,17.984,17.387,16.581,15.784,14.698,13.761,13.006,10.587,7.962,13.84,14.55,15.24,16.06,0.309,redQSO,2085.5,B-gal,0.364
54.214685,-0.173548,J033651.52-001024.7,18.576,18.392,17.914,17.415,17.315,16.123,15.395,14.341,12.809,11.937,9.608,7.463,0.0,0.0,0.00,0.00,0.187,QSO,3993.5,Alp-gal,-0.273
55.398472,-0.675650,J034135.63-004032.3,17.481,17.285,16.866,16.75,16.715,15.595,15.209,14.64,13.53,12.304,9.387,6.896,0.0,0.0,1.03,1.38,1.186,QSO,6317.8,B,0.049
55.610417,-0.074213,J034226.50-000427.1,17.859,17.754,17.799,17.818,17.286,16.387,15.598,14.511,13.213,12.122,9.439,7.05,0.0,0.0,0.00,0.00,0.376,QSO,3212.9,Alp,-0.111
55.744366,0.257345,J034258.64+001526.4,20.081,18.9,17.978,17.472,17.167,15.92,14.841,13.92,11.852,10.593,7.667,4.951,1.46,1.83,0.00,0.00,0.169,QSO,2113.1,B-gal,-0.015
58.079511,1.159657,J035219.08+010934.7,18.458,18.194,17.745,17.213,17.217,15.806,15.186,13.835,12.855,11.645,8.302,6.026,0.0,0.0,0.00,0.00,0.209,QSO,4534.8,Alp,0.104
120.000240,15.390604,J080000.05+152326.1,19.986,19.377,18.573,18.338,17.748,16.341,15.33,14.096,12.503,11.115,7.735,5.066,6.74,6.73,4.78,4.62,0.274,QSO,2250.7,Alp-gal,-0.194
120.306191,14.193183,J080113.48+141135.4,19.172,17.761,16.847,16.395,16.078,15.426,14.551,13.897,13.141,12.528,10.394,8.703,0.0,0.0,0.00,0.00,0.113,QSO,8637.9,B-gal,0.156
120.511644,10.328657,J080202.79+101943.1,19.461,18.694,17.652,17.153,17.129,15.959,14.719,13.529,11.662,10.54,7.962,5.58,5.21,5.14,2.57,3.02,0.205,QSO,11285.5,Alp-gal,0.161
120.522260,9.587474,J080205.34+093514.9,18.604,17.998,17.461,17.023,16.912,15.944,15.386,14.521,13.422,12.473,8.761,6.211,0.0,0.0,0.00,0.00,0.156,QSO,2522.7,Alp-gal,-0.114
120.586252,13.855317,J080220.70+135119.1,18.921,18.187,17.452,16.707,16.69,15.828,14.797,14.129,13.155,12.385,9.764,7.553,0.0,0.0,0.00,0.00,0.112,QSO,6285.7,Alp-gal,-0.132
120.721562,13.099910,J080253.17+130559.6,18.126,17.814,17.445,16.909,16.845,16.053,15.454,14.651,13.85,13.134,10.219,7.478,0.0,0.0,0.00,0.00,0.095,QSO,2356.4,Alp,0.065
120.864086,8.697868,J080327.38+084152.3,17.488,15.838,15.041,14.615,14.32,14.132,13.465,12.712,11.611,11.017,8.669,6.359,2.09,2.34,1.24,1.42,0.047,QSO,5143.3,Alp-gal,0.059
120.918830,16.123895,J080340.51+160726.0,18.552,18.164,17.589,17.138,16.934,15.879,15.188,14.486,13.516,12.781,10.239,8.12,0.0,0.0,0.00,0.00,0.148,QSO,2757.4,Alp,0.145
121.151435,6.571186,J080436.34+063416.2,18.354,17.915,17.254,16.816,16.621,15.535,14.939,14.065,13.172,12.374,9.563,7.172,-999.0,-999.0,0.00,0.00,0.160,QSO,5410.0,Alp,0.260
121.434066,11.511294,J080544.17+113040.6,18.454,18.132,17.481,17.045,17.156,15.857,15.336,14.467,13.3,12.607,9.771,6.73,0.0,0.0,0.00,0.00,0.199,QSO,7829.0,Alp,0.161
121.440502,7.590731,J080545.72+073526.6,16.435,14.973,14.293,13.871,13.6,13.338,12.533,12.586,11.002,10.322,7.009,4.942,0.0,0.0,0.84,0.86,0.053,QSO,5358.5,Alp-gal,-0.102
121.475472,11.242344,J080554.11+111432.4,17.181,17.141,17.08,16.847,17.008,16.089,15.32,14.136,12.709,11.662,9.027,6.752,0.0,0.0,0.00,0.00,0.227,QSO,2566.6,Alp,-0.136
121.605411,16.079550,J080625.29+160446.3,17.437,16.692,16.05,15.639,15.36,15.095,14.501,13.868,12.455,11.82,9.187,7.091,0.0,0.0,0.00,0.00,0.092,QSO,2879.5,Alp,0.161
121.626250,14.711806,J080630.30+144242.5,17.035,16.943,16.61,16.642,16.733,15.877,15.318,14.672,13.098,11.683,9.038,7.085,0.0,0.0,0.00,0.00,1.214,QSO,7131.7,B,0.015
121.680243,15.637576,J080643.25+153815.2,18.474,17.736,17.065,16.596,16.439,15.265,14.57,14.089,12.861,12.162,9.4,7.314,0.0,0.0,0.00,0.00,0.105,QSO,2953.5,Alp-gal,-0.164
121.835968,14.824571,J080720.63+144928.4,18.368,18.167,17.991,17.689,17.836,16.59,15.912,14.597,13.443,12.351,9.54,7.193,0.0,0.0,0.00,0.00,0.205,QSO,2490.8,Alp,-0.016
121.863814,14.093646,J080727.31+140537.1,17.034,16.63,16.147,15.702,15.492,15.037,14.245,13.317,11.646,10.773,8.246,6.196,0.0,0.0,0.00,0.00,0.074,QSO,3836.1,Alp,0.000
121.981786,5.943979,J080755.62+055638.3,17.715,17.654,17.617,17.705,17.19,16.391,15.765,14.513,13.036,11.885,9.016,6.7,0.0,0.0,0.00,0.00,0.351,QSO,2822.7,Alp,-0.095
122.146277,11.322062,J080835.10+111919.4,18.37,18.222,17.776,17.425,17.345,16.15,15.316,14.123,12.668,11.891,9.74,7.658,0.0,0.0,0.00,0.00,0.233,QSO,4260.1,Alp,0.174
122.217728,13.319113,J080852.25+131908.8,17.906,17.914,17.672,17.57,17.107,16.151,15.295,14.503,13.478,12.614,10.144,7.665,0.0,0.0,7.30,7.26,0.284,QSO,26777.4,B,0.032
122.476599,7.731987,J080954.38+074355.1,16.967,16.586,16.615,16.61,16.667,15.835,15.176,14.672,13.006,11.893,9.22,6.936,0.0,0.0,0.00,0.00,0.652,QSO,4924.5,B,-0.049
122.583859,7.570733,J081020.12+073414.6,19.04,18.361,17.582,17.117,16.844,16.056,15.32,14.605,13.353,12.567,9.781,7.825,0.0,0.0,0.00,0.00,0.240,QSO,8962.5,Alp,-0.252
122.737356,12.154139,J081056.96+120914.8,18.293,17.592,17.477,17.295,17.014,16.16,15.447,14.676,14.226,13.345,10.266,8.046,0.0,0.0,0.00,0.00,2.261,QSO,5655.3,B,-0.006
122.935318,12.329132,J081144.47+121944.8,19.098,18.831,18.319,18.103,17.513,16.449,15.526,14.615,13.35,12.38,9.687,7.524,0.0,0.0,0.00,0.00,0.277,QSO,4461.6,Alp,0.208
122.966629,1.262969,J081151.99+011546.6,21.206,19.628,18.431,17.901,17.499,16.448,15.24,14.677,14.03,13.21,9.653,7.436,-999.0,-999.0,0.00,0.00,2.200,QSO,4080.9,w2m,0.190
123.098608,8.094081,J081223.66+080538.6,20.722,18.912,17.777,17.228,16.827,15.945,15.155,14.35,13.172,12.372,9.913,7.647,0.0,0.0,0.00,0.00,0.183,QSO,2619.8,B-gal,0.162
123.219841,10.419199,J081252.76+102509.1,18.36,18.224,17.729,17.343,17.227,16.211,15.405,14.602,13.556,12.73,9.868,7.645,0.0,0.0,0.00,0.00,0.222,QSO,5909.3,Alp,0.040
123.302282,5.702414,J081312.54+054208.6,21.737,19.751,18.206,17.637,17.067,16.008,15.349,14.469,13.154,12.258,9.278,5.972,14.9,15.3,12.87,13.31,0.295,redQSO,2418.4,w2m,0.629
123.791314,8.673878,J081509.91+084025.9,17.736,17.381,16.93,16.549,16.505,15.861,15.085,14.253,12.926,11.993,8.881,6.396,0.0,0.0,0.00,0.00,0.182,QSO,3845.1,Alp,0.049
124.107637,7.333675,J081625.83+072001.2,19.11,18.061,17.28,16.799,16.559,15.647,15.2,14.482,13.551,12.847,9.937,7.516,0.0,0.0,0.00,0.00,0.109,QSO,3892.1,Alp-gal,-0.087
124.338010,13.150281,J081721.12+130901.0,20.367,18.813,17.831,17.317,17.032,15.943,15.239,14.601,13.959,13.431,10.126,7.418,6.0,5.91,2.93,3.49,0.141,QSO,1996.0,B-gal,0.053
125.189126,13.105277,J082045.39+130618.9,16.272,16.115,15.912,15.863,15.832,15.212,14.688,14.076,12.402,11.057,8.138,5.479,0.0,0.0,0.00,0.00,1.126,QSO,3357.5,B,0.018
125.754698,13.454525,J082301.12+132716.2,18.097,17.843,17.971,17.83,17.857,16.839,15.819,14.695,13.083,11.904,9.417,7.097,0.0,0.0,0.00,0.00,0.513,QSO,3808.4,B,-0.042
126.071471,12.433028,J082417.15+122558.9,17.571,16.14,15.45,15.035,14.762,15.067,14.38,13.693,12.173,11.66,8.48,6.405,0.0,0.0,0.00,0.00,0.086,QSO,4309.9,Alp-gal,0.018
126.211623,15.721814,J082450.78+154318.5,16.928,16.949,16.898,16.663,16.57,15.356,14.905,14.413,13.272,12.003,8.697,6.55,0.0,0.0,0.00,0.00,1.879,QSO,5009.8,B,-0.010
126.542773,15.860423,J082610.26+155137.5,19.012,18.525,17.763,17.26,17.094,16.01,15.256,14.418,13.827,13.049,10.184,7.769,0.0,0.0,0.00,0.00,0.173,QSO,2455.0,Alp-gal,-0.170
126.617526,8.926518,J082628.20+085535.4,17.286,17.177,16.904,16.856,16.629,15.587,14.905,13.813,12.404,11.389,8.336,5.65,1.08,1.3,0.00,0.00,0.255,QSO,2951.3,B,0.007
126.639624,7.713455,J082633.50+074248.4,16.996,16.794,16.558,16.622,16.159,15.42,14.531,13.332,11.658,10.579,7.962,5.448,0.0,0.0,0.66,0.80,0.311,QSO,3331.8,Alp,0.019
126.669725,6.511547,J082640.73+063041.5,18.361,18.145,17.903,17.507,17.655,16.259,15.479,14.5,13.248,12.196,9.215,6.585,0.0,0.0,0.00,0.00,0.171,QSO,3862.1,Alp,-0.019
126.686109,16.597011,J082644.66+163549.2,17.863,17.591,17.538,17.247,16.959,15.89,15.324,14.279,14.047,13.234,9.944,8.118,0.0,0.0,0.00,0.00,2.187,QSO,5792.6,B,0.029
126.878356,12.906372,J082730.80+125422.9,17.676,17.098,16.656,16.303,16.171,15.428,14.621,13.899,12.421,11.401,8.203,5.696,3.23,2.94,5.54,5.80,0.095,QSO,2116.2,Alp,-0.019
126.885060,12.170606,J082732.41+121014.1,17.453,17.211,16.945,16.933,16.953,15.832,15.409,14.445,12.614,11.268,8.707,6.513,0.0,0.0,0.00,0.00,1.069,QSO,3253.2,B,0.026
126.891395,4.604793,J082733.93+043617.2,18.059,17.874,17.597,17.154,17.273,16.111,15.53,14.304,12.731,11.75,8.962,6.177,1.42,2.08,1.06,1.51,0.221,QSO,4353.1,Alp,-0.016
126.903745,6.303359,J082736.89+061812.0,18.026,17.568,17.363,17.052,16.84,15.985,15.189,14.206,13.904,13.194,10.263,7.65,0.0,0.0,0.63,1.24,2.194,QSO,7420.1,B,0.047
126.912518,9.702658,J082739.00+094209.5,19.276,18.742,18.039,17.76,17.224,16.211,15.326,14.458,13.025,12.072,9.537,6.651,7.15,7.62,9.78,10.27,0.260,QSO,7555.7,Alp-gal,-0.108
126.973097,9.291067,J082753.54+091727.8,18.741,18.043,17.239,16.796,16.562,16.193,15.61,14.594,13.653,12.911,10.377,7.774,0.0,0.0,0.00,0.00,0.174,QSO,7090.7,Alp-gal,-0.136
127.048173,12.566469,J082811.56+123359.2,18.873,18.276,17.818,17.745,17.359,16.269,15.372,14.321,13.148,12.001,8.9,6.713,0.0,0.0,0.00,0.00,0.362,QSO,2653.1,Alp-gal,0.111
127.167419,13.701365,J082840.18+134204.9,17.92,17.135,16.431,15.947,15.686,15.213,14.27,13.721,12.735,12.2,10.138,8.189,0.0,0.0,0.00,0.00,0.067,QSO,4860.9,Alp-gal,-0.056
127.657085,13.557264,J083037.70+133326.1,19.217,18.226,17.253,16.669,16.445,15.632,14.882,14.125,13.138,12.29,10.075,8.315,7.69,8.91,7.27,8.42,0.155,QSO,8478.8,Alp-gal,-0.268
127.726696,4.119000,J083054.40+040708.4,18.276,17.777,17.664,17.428,17.213,15.829,15.387,14.61,12.765,11.53,8.625,6.334,1.78,1.58,0.86,0.96,0.444,QSO,6751.4,B,0.044
127.781776,5.351618,J083107.62+052105.8,19.168,17.475,16.431,15.903,15.585,14.938,14.109,13.598,12.641,12.087,9.174,6.587,1.6,1.73,0.79,0.90,0.064,QSO,4222.5,Alp-gal,0.213
127.789140,14.580271,J083109.39+143448.9,17.273,16.966,17.111,17.032,17.138,15.953,15.018,14.356,12.612,11.558,9.021,6.811,1.34,2.08,0.00,0.00,0.566,QSO,5756.2,B,-0.020
128.157686,11.802508,J083237.84+114809.0,18.291,17.413,16.802,16.337,16.127,15.429,14.635,13.865,12.78,11.921,8.772,6.669,0.0,0.0,0.00,0.00,0.117,QSO,1865.4,B-gal,-0.084
128.601168,15.919481,J083424.28+155510.1,18.813,17.806,17.108,16.493,16.316,15.164,14.224,13.158,11.515,10.669,7.963,5.374,1.88,2.4,0.89,1.10,0.120,QSO,6089.7,Alp-gal,-0.120
128.622055,6.056952,J083429.29+060325.0,18.415,17.882,17.389,16.814,16.764,15.924,15.372,14.687,13.995,13.073,9.933,8.026,0.0,0.0,0.00,0.00,0.110,QSO,5583.0,Alp,0.181
128.793164,3.983691,J083510.35+035901.2,17.868,17.496,17.519,17.365,17.319,16.331,15.399,14.462,12.866,11.735,9.198,6.876,0.0,0.0,0.00,0.00,0.491,QSO,4667.8,B,0.002
128.811062,15.169424,J083514.65+151009.9,18.591,18.404,17.966,17.532,17.433,16.145,15.273,14.593,13.881,12.973,10.115,7.843,0.0,0.0,0.00,0.00,0.213,QSO,3745.6,Alp,0.107
128.856291,10.823800,J083525.50+104925.6,17.529,16.784,16.271,15.835,15.668,15.123,14.399,13.522,12.384,11.55,8.434,6.271,0.0,0.0,0.00,0.00,0.117,QSO,4273.6,Alp-gal,-0.232
129.166077,11.322492,J083639.85+111920.9,18.361,17.759,17.313,17.307,16.668,16.036,15.468,14.631,12.644,11.699,9.187,6.55,0.0,0.0,0.00,0.00,0.335,QSO,6969.2,Alp,0.176
129.181562,7.484931,J083643.57+072905.7,17.825,17.52,17.71,17.625,17.779,16.686,15.703,14.602,13.133,11.936,9.041,6.812,0.0,0.0,0.00,0.00,0.580,QSO,27809.1,B,-0.127
129.243868,7.963684,J083658.52+075749.2,17.311,16.639,16.11,15.693,15.483,15.551,15.243,14.397,13.168,12.664,9.552,7.45,0.0,0.0,0.00,0.00,0.114,QSO,2760.3,Alp,0.180
129.303747,14.988180,J083712.89+145917.4,18.397,17.738,17.739,17.72,17.441,16.288,15.428,14.664,14.539,13.52,10.0,7.788,0.0,0.0,0.00,0.00,2.507,QSO,7269.0,B,-0.004
130.106303,3.550486,J084025.51+033301.7,17.149,16.793,16.527,16.071,16.046,15.041,14.185,13.417,11.874,10.998,8.698,6.742,0.0,0.0,0.00,0.00,0.060,QSO,4268.9,Alp,0.009
130.278293,3.201896,J084106.79+031206.8,16.681,16.477,16.321,16.044,15.986,15.329,14.847,14.321,13.228,12.254,9.182,6.985,9.09,9.41,9.74,9.10,1.839,QSO,19154.1,B,0.059
130.292890,6.034421,J084110.29+060203.9,21.297,19.473,18.387,17.805,17.361,16.135,15.344,14.216,12.917,11.981,9.192,6.835,0.0,0.0,0.00,0.00,0.170,redQSO,1796.7,w2m,0.369
130.429165,4.074394,J084142.99+040427.8,19.296,18.823,18.254,17.979,17.664,16.558,15.518,14.573,13.276,12.345,9.422,6.93,0.0,0.0,0.00,0.00,0.255,QSO,3933.0,Alp-gal,0.038
130.433210,13.065796,J084143.97+130356.8,16.925,16.517,16.458,16.281,16.266,15.353,14.609,13.586,11.807,10.686,8.231,6.111,0.0,0.0,0.00,0.00,0.504,QSO,5219.9,B,-0.009
130.523224,7.990427,J084205.57+075925.5,18.287,17.8,17.275,16.35,16.769,15.186,14.326,12.805,11.719,10.497,7.441,4.817,14.69,15.88,7.15,7.96,0.134,QSO,10098.4,Alp,0.244
130.585952,13.263397,J084220.62+131548.2,18.847,18.187,17.496,17.033,16.841,16.126,15.424,14.668,13.501,12.817,9.731,7.944,0.0,0.0,0.00,0.00,0.185,QSO,1726.2,B-gal,-0.056
130.649986,9.145516,J084235.99+090843.8,19.204,18.386,17.509,16.982,16.773,15.99,15.278,14.575,13.41,12.684,10.241,7.97,0.0,0.0,0.00,0.00,0.177,QSO,3948.8,Alp-gal,0.006
130.673601,13.968417,J084241.66+135806.3,18.328,17.425,16.682,16.156,15.894,14.949,14.304,13.803,12.595,11.952,9.422,7.24,0.0,0.0,0.00,0.00,0.095,QSO,2304.8,B-gal,-0.061
130.684602,8.780918,J084244.30+084651.3,18.816,18.423,18.352,18.124,18.197,17.117,15.83,14.689,13.348,12.199,9.129,6.531,0.0,0.0,0.00,0.00,0.577,QSO,3256.8,B,0.060
130.762363,3.038584,J084302.96+030218.9,16.179,15.868,15.937,15.81,15.816,15.002,14.392,13.58,11.752,10.648,8.241,6.365,0.0,0.0,0.00,0.00,0.511,QSO,3497.9,B,-0.091
130.858711,3.608040,J084326.09+033628.9,18.571,18.199,18.029,17.927,17.724,16.592,15.732,14.434,12.685,11.621,8.702,6.171,0.0,0.0,0.00,0.00,0.425,QSO,4215.9,B,0.057
131.156987,5.260795,J084437.67+051538.8,17.389,16.898,16.644,16.642,16.175,15.385,14.657,13.583,12.071,10.904,8.098,5.933,0.0,0.0,0.00,0.00,0.376,QSO,3236.1,Alp,0.008
131.219857,13.721757,J084452.76+134318.3,20.219,19.041,18.056,17.566,17.444,15.984,15.202,14.063,12.273,11.292,8.89,6.296,1.22,2.13,0.00,0.00,0.193,redQSO,1850.9,w2m,0.251
131.404233,10.446695,J084537.01+102648.1,17.966,17.808,17.337,17.281,16.832,16.051,15.444,14.535,13.211,12.23,9.574,7.01,0.0,0.0,0.00,0.00,0.366,QSO,4340.5,Alp,0.084
131.446638,13.482871,J084547.19+132858.3,17.665,17.734,17.383,16.868,16.64,15.48,14.959,14.303,13.237,12.142,8.931,6.721,400.6,428.0,164.67,213.88,1.883,QSO,6483.9,B,0.110
131.501506,7.073555,J084600.36+070424.7,17.007,17.014,16.933,17.089,16.299,15.859,15.198,14.354,12.314,11.354,8.722,6.065,107.42,111.57,52.52,56.44,0.342,QSO,5504.7,Alp,-0.060
131.535141,6.714677,J084608.43+064252.8,18.274,17.93,17.574,17.206,17.226,15.927,14.933,14.062,12.55,11.572,8.611,6.08,0.0,0.0,0.00,0.00,0.196,QSO,2887.9,Alp,0.078
131.593867,3.222836,J084622.52+031322.2,17.827,17.426,16.904,16.387,16.279,15.241,14.509,13.723,12.766,11.93,9.04,6.856,0.0,0.0,0.00,0.00,0.107,QSO,5298.5,Alp,0.205
132.439911,11.163687,J084945.57+110949.2,19.224,18.423,17.715,17.243,16.994,16.043,15.296,14.334,13.428,12.465,8.961,6.355,2.32,2.59,0.97,1.64,0.242,QSO,3262.5,Alp-gal,-0.132
132.516468,3.445206,J085003.95+032642.7,20.215,18.628,17.482,16.933,16.598,15.73,14.9,14.432,13.774,13.261,11.19,8.907,0.0,0.0,0.00,0.00,0.167,QSO,2734.6,Alp-gal,0.259
132.543477,7.799607,J085010.43+074758.5,19.827,18.266,17.373,16.973,16.715,15.89,15.132,14.304,13.39,12.608,9.605,6.662,217.82,223.7,98.00,100.11,0.180,QSO,3579.1,B-gal,0.125
133.167200,5.204306,J085240.12+051215.5,17.625,17.298,17.066,16.859,16.828,15.875,15.263,14.534,13.882,12.966,9.898,7.217,0.0,0.0,0.00,0.00,0.226,QSO,3658.7,Alp,0.172
133.246758,3.222406,J085259.22+031320.6,16.291,16.192,16.159,16.305,15.865,15.198,14.504,13.488,12.099,11.072,8.441,6.25,0.0,0.0,0.00,0.00,0.297,QSO,3381.8,Alp,-0.113
133.252030,14.304728,J085300.48+141817.0,19.886,18.31,17.456,16.891,16.592,15.607,14.669,13.763,12.621,11.831,9.085,6.523,0.0,0.0,0.00,0.00,0.132,QSO,6017.7,Alp-gal,0.073
133.411342,2.055095,J085338.72+020318.3,19.088,18.104,17.716,17.418,17.182,16.256,15.444,14.344,12.864,11.715,9.137,7.093,0.0,0.0,0.00,0.00,0.466,QSO,7673.5,B,0.133
133.508387,5.695664,J085402.01+054144.3,19.111,18.065,17.096,16.485,16.369,15.632,14.76,13.915,13.208,12.459,9.899,7.709,1.51,1.71,0.00,0.00,0.152,QSO,7411.5,Alp-gal,-0.217
133.515215,13.056518,J085403.65+130323.4,18.488,17.427,16.678,16.242,15.948,15.618,14.924,14.236,13.451,12.841,9.477,7.179,0.0,0.0,0.00,0.00,0.126,QSO,1899.2,B-gal,0.034
133.679070,10.898111,J085442.97+105353.1,18.607,18.044,17.377,16.91,16.772,15.661,15.135,14.362,13.614,12.813,10.39,8.011,0.0,0.0,0.00,0.00,0.160,QSO,6622.2,Alp-gal,0.083
133.783755,6.164961,J085508.10+060953.8,18.48,17.747,17.128,16.641,16.513,15.495,14.927,14.311,13.554,12.942,10.119,7.408,0.0,0.0,0.00,0.00,0.094,QSO,4308.7,Alp-gal,-0.135
133.800515,3.497359,J085512.12+032950.4,18.503,17.717,16.948,16.446,16.265,15.846,14.993,14.291,13.504,12.958,10.004,7.577,0.0,0.0,0.00,0.00,0.124,QSO,4807.7,Alp-gal,0.029
133.976142,0.853066,J085554.27+005111.0,17.96,16.647,15.946,15.458,15.21,14.909,14.123,13.433,11.812,11.142,8.723,6.693,1.26,1.04,0.00,0.00,0.052,QSO,3746.0,Alp-gal,-0.047
134.169920,10.965503,J085640.78+105755.8,17.339,17.167,16.927,16.927,16.453,16.062,15.134,14.268,12.79,11.73,8.971,6.398,1.35,3.34,0.00,0.00,0.274,QSO,5657.1,Alp,0.054
134.210043,5.520832,J085650.41+053114.9,18.809,18.006,17.206,16.723,16.493,15.778,15.15,14.436,13.762,13.158,10.518,8.179,0.0,0.0,0.00,0.00,0.153,QSO,6980.7,Alp-gal,-0.032
134.349983,9.063636,J085723.99+090349.0,17.213,16.921,16.573,16.502,16.376,15.244,14.981,14.17,12.461,11.09,8.439,6.312,0.0,0.0,0.00,0.00,1.046,QSO,4113.1,B,0.062
134.407404,5.472600,J085737.77+052821.3,17.102,16.26,15.627,15.173,14.935,14.67,13.921,13.219,12.181,11.575,8.699,6.391,0.0,0.0,0.00,0.00,0.059,QSO,4241.5,Alp,0.192
134.649910,1.530355,J085835.97+013149.2,17.389,16.438,15.774,15.304,15.038,15.434,14.333,13.736,12.314,11.704,8.525,6.221,1.28,1.84,0.00,0.00,0.107,QSO,2330.8,B-gal,-0.145
134.698213,15.981534,J085847.57+155853.5,19.089,18.35,17.732,17.249,17.176,16.022,15.317,14.576,13.517,12.621,9.764,7.3,1.24,1.21,0.92,1.92,0.155,QSO,12000.0,Alp-gal,-0.025
134.815238,1.300148,J085915.65+011800.5,17.513,17.546,17.469,17.467,17.018,16.168,15.205,14.445,12.769,11.737,9.162,7.014,0.0,0.0,0.00,0.00,0.282,QSO,20238.9,B,-0.139
134.823306,10.919227,J085917.59+105509.2,17.866,17.843,17.711,17.749,17.233,16.172,15.497,14.636,13.371,12.44,9.679,7.133,0.0,0.0,0.00,0.00,0.296,QSO,4376.0,Alp,0.010
134.888158,6.606833,J085933.15+063624.5,18.393,17.195,16.436,15.951,15.696,15.257,14.523,14.205,12.939,12.377,9.442,7.149,0.0,0.0,0.00,0.00,0.075,QSO,4684.3,Alp-gal,-0.019
135.453045,4.904127,J090148.73+045414.8,19.319,18.804,18.23,18.001,17.355,16.349,15.422,14.25,12.429,11.482,9.413,7.488,5.3,5.23,2.85,2.83,0.358,QSO,7976.6,Alp,0.249
135.463093,10.505682,J090151.14+103020.4,16.207,16.184,16.266,15.898,16.117,15.378,14.654,13.493,11.96,10.91,8.7,6.762,0.0,0.0,0.00,0.00,0.201,QSO,5480.2,B,-0.194
135.812942,1.106435,J090315.10+010623.1,19.451,17.965,17.087,16.588,16.293,16.101,15.32,14.589,13.711,13.12,10.42,8.071,0.0,0.0,0.00,0.00,0.122,QSO,7041.3,Alp-gal,0.042
136.087021,1.510556,J090420.88+013038.0,16.975,16.638,16.529,16.582,16.514,15.473,15.274,14.389,12.309,11.037,8.423,6.268,0.0,0.0,0.00,0.00,0.792,QSO,7621.1,B,0.033
136.097340,13.155805,J090423.36+130920.8,19.19,17.555,17.174,17.042,16.867,15.722,14.954,14.4,13.458,12.586,8.722,6.307,7.02,7.05,2.74,2.98,2.974,QSO,6509.1,B,0.044
136.336663,10.364080,J090520.79+102150.6,17.906,17.503,17.053,16.584,16.487,16.26,15.544,14.661,13.638,12.885,9.733,7.439,0.0,0.0,0.00,0.00,0.179,QSO,4508.9,Alp,0.196
136.432541,1.515775,J090543.80+013056.7,19.377,17.995,17.141,16.707,16.386,15.759,15.015,14.421,13.818,13.237,10.57,7.9,0.0,0.0,0.00,0.00,0.102,QSO,4107.5,Alp-gal,-0.083
136.487272,12.533715,J090556.94+123201.3,18.399,18.067,17.585,17.247,17.102,16.165,15.409,14.637,13.212,12.321,9.324,6.897,0.0,0.0,0.00,0.00,0.217,QSO,2564.2,Alp,0.138
136.527608,11.811443,J090606.62+114841.1,20.471,17.321,16.294,15.888,15.65,14.477,13.896,13.809,13.313,12.643,9.819,7.667,0.0,0.0,0.00,0.00,1.786,QSO,5806.8,B,0.083
136.696530,2.857223,J090647.16+025126.0,20.502,19.237,17.974,17.524,17.04,16.296,15.492,14.694,13.377,12.412,9.587,6.749,0.0,0.0,0.00,0.00,0.270,QSO,2910.6,w2m,-0.137
136.857988,2.255870,J090725.91+021521.1,17.775,17.376,17.039,17.062,16.557,15.887,14.849,13.661,12.126,11.072,8.81,6.96,0.0,0.0,0.00,0.00,0.273,QSO,3800.7,Alp,-0.081
136.931268,1.557667,J090743.50+013327.6,19.99,18.311,17.18,16.641,16.335,15.823,14.994,14.043,13.503,12.93,10.339,8.196,1.36,3.34,0.00,0.00,0.164,QSO,3821.0,Alp-gal,-0.363
137.009348,9.107036,J090802.24+090625.3,17.981,17.836,17.572,17.117,17.273,16.059,15.389,13.97,12.432,11.259,8.083,5.472,0.0,0.0,0.00,0.00,0.186,QSO,3632.1,Alp,-0.024
137.085681,8.587064,J090820.56+083513.4,18.012,17.827,17.728,17.808,17.401,16.538,15.712,14.596,13.034,11.986,9.07,6.582,1.26,0.86,0.00,0.00,0.357,QSO,2940.0,Alp,-0.064
137.133310,4.851323,J090831.99+045104.7,20.597,18.976,17.832,17.285,16.931,15.858,15.178,14.391,13.681,13.143,10.665,7.92,0.0,0.0,0.00,0.00,0.171,QSO,9039.7,Alp-gal,0.177
137.135931,10.364734,J090832.62+102153.0,17.473,17.179,17.102,17.173,17.107,15.942,15.536,14.675,13.243,11.96,9.245,7.166,0.0,0.0,0.00,0.00,0.792,QSO,4104.5,B,0.020
137.251777,10.993010,J090900.42+105934.8,18.194,17.674,17.03,16.545,16.496,15.519,14.65,13.717,12.534,11.52,8.365,5.731,0.0,0.0,0.00,0.00,0.162,QSO,6395.9,Alp-gal,-0.275
